candidate_id,family,evr_target,n_components,available_features,achieved_evr,n_fit_rows,n_reference_rows,n_engine_balanced_reference_rows,fit_time_seconds,reference_score_time_seconds,reference_score_min,reference_score_median,reference_score_max
pca_evr0p9,pca,0.9,12,17,0.9098920289519654,3867,1820,432,0.008524093000232824,0.0023996239997359226,0.0032204244165214557,0.07836442694673919,0.5312156026167338
pca_evr0p95,pca,0.95,14,17,0.9539251888541557,3867,1820,432,0.022923598999113892,0.0037779960002808366,0.00014960230578125693,0.0351200851667644,0.3279000008386954
pca_evr0p99,pca,0.99,16,17,0.9901620525540537,3867,1820,432,0.005216145998929278,0.0029043410013400717,1.440416665064357e-08,0.004495689730287461,0.1470406739444867
