engine_id,miss,lead_time,late_delay,early_burden,cost
1,1,,30.0,0.0,250.0
2,1,,30.0,0.0,250.0
3,1,,30.0,0.0,250.0
4,1,,30.0,0.0,250.0
5,1,,30.0,0.0,250.0
6,1,,30.0,0.0,250.0
7,1,,30.0,0.0,250.0
8,1,,30.0,0.0,250.0
9,1,,30.0,0.0,250.0
10,1,,30.0,0.0,250.0
11,0,175.0,0.0,145.0,145.0
12,1,,30.0,0.0,250.0
13,1,,30.0,0.0,250.0
14,0,148.0,0.0,118.0,118.0
15,1,,30.0,0.0,250.0
16,1,,30.0,0.0,250.0
17,1,,30.0,0.0,250.0
18,1,,30.0,0.0,250.0
19,1,,30.0,0.0,250.0
20,0,25.0,5.0,0.0,25.0
21,1,,30.0,0.0,250.0
22,1,,30.0,0.0,250.0
23,0,238.0,0.0,208.0,208.0
24,1,,30.0,0.0,250.0
25,1,,30.0,0.0,250.0
26,1,,30.0,0.0,250.0
27,1,,30.0,0.0,250.0
28,1,,30.0,0.0,250.0
29,1,,30.0,0.0,250.0
30,1,,30.0,0.0,250.0
31,0,28.0,2.0,0.0,10.0
32,0,188.0,0.0,158.0,158.0
33,1,,30.0,0.0,250.0
34,0,22.0,8.0,0.0,40.0
35,0,55.0,0.0,25.0,25.0
36,0,47.0,0.0,17.0,17.0
37,1,,30.0,0.0,250.0
38,0,50.0,0.0,20.0,20.0
39,1,,30.0,0.0,250.0
40,0,43.0,0.0,13.0,13.0
41,1,,30.0,0.0,250.0
42,0,23.0,7.0,0.0,35.0
43,1,,30.0,0.0,250.0
44,1,,30.0,0.0,250.0
45,1,,30.0,0.0,250.0
46,1,,30.0,0.0,250.0
47,0,203.0,0.0,173.0,173.0
48,1,,30.0,0.0,250.0
49,0,35.0,0.0,5.0,5.0
50,1,,30.0,0.0,250.0
51,1,,30.0,0.0,250.0
52,0,213.0,0.0,183.0,183.0
53,1,,30.0,0.0,250.0
54,1,,30.0,0.0,250.0
55,1,,30.0,0.0,250.0
56,0,64.0,0.0,34.0,34.0
57,1,,30.0,0.0,250.0
58,1,,30.0,0.0,250.0
59,1,,30.0,0.0,250.0
60,1,,30.0,0.0,250.0
61,1,,30.0,0.0,250.0
62,1,,30.0,0.0,250.0
63,1,,30.0,0.0,250.0
64,0,28.0,2.0,0.0,10.0
65,1,,30.0,0.0,250.0
66,0,38.0,0.0,8.0,8.0
67,1,,30.0,0.0,250.0
68,0,24.0,6.0,0.0,30.0
69,1,,30.0,0.0,250.0
70,1,,30.0,0.0,250.0
71,1,,30.0,0.0,250.0
72,1,,30.0,0.0,250.0
73,1,,30.0,0.0,250.0
74,1,,30.0,0.0,250.0
75,1,,30.0,0.0,250.0
76,0,25.0,5.0,0.0,25.0
77,0,34.0,0.0,4.0,4.0
78,1,,30.0,0.0,250.0
79,1,,30.0,0.0,250.0
80,1,,30.0,0.0,250.0
81,0,34.0,0.0,4.0,4.0
82,0,19.0,11.0,0.0,55.0
83,1,,30.0,0.0,250.0
84,1,,30.0,0.0,250.0
85,1,,30.0,0.0,250.0
86,1,,30.0,0.0,250.0
87,1,,30.0,0.0,250.0
88,0,178.0,0.0,148.0,148.0
89,1,,30.0,0.0,250.0
90,0,30.0,0.0,0.0,0.0
91,0,91.0,0.0,61.0,61.0
92,0,165.0,0.0,135.0,135.0
93,0,106.0,0.0,76.0,76.0
94,1,,30.0,0.0,250.0
95,1,,30.0,0.0,250.0
96,1,,30.0,0.0,250.0
97,1,,30.0,0.0,250.0
98,1,,30.0,0.0,250.0
99,1,,30.0,0.0,250.0
100,1,,30.0,0.0,250.0
