partition,horizon,precision,recall,threshold
val_calib,10,0.0674432863274065,1.0,4.260596682759818e-12
val_calib,10,0.06748466257668712,1.0,4.411330709095242e-12
val_calib,10,0.06752608962553713,1.0,4.446240230728445e-12
val_calib,10,0.06756756756756757,1.0,4.610690609137203e-12
val_calib,10,0.06760909649661954,1.0,4.701552204377182e-12
val_calib,10,0.06765067650676507,1.0,4.772752309255466e-12
val_calib,10,0.06769230769230769,1.0,4.810904546666511e-12
val_calib,10,0.06773399014778325,1.0,4.816967107227849e-12
val_calib,10,0.06777572396796057,1.0,4.895287097160846e-12
val_calib,10,0.06781750924784218,1.0,4.958907405175438e-12
val_calib,10,0.06785934608266501,1.0,4.976762150998752e-12
val_calib,10,0.06790123456790123,1.0,5.0075947270083145e-12
val_calib,10,0.06794317479925881,1.0,5.114148843731961e-12
val_calib,10,0.06798516687268233,1.0,5.205363611645477e-12
val_calib,10,0.06802721088435375,1.0,5.398405536805579e-12
val_calib,10,0.06806930693069307,1.0,5.420793230815472e-12
val_calib,10,0.06811145510835913,1.0,5.471918716693951e-12
val_calib,10,0.06815365551425032,1.0,5.503845374397387e-12
val_calib,10,0.06819590824550527,1.0,5.633801421742241e-12
val_calib,10,0.06823821339950373,1.0,5.6483237966064436e-12
val_calib,10,0.06828057107386716,1.0,5.698571012418714e-12
val_calib,10,0.06832298136645963,1.0,5.8210176021221246e-12
val_calib,10,0.06836544437538844,1.0,5.888787142801527e-12
val_calib,10,0.06840796019900497,1.0,5.90772571058502e-12
val_calib,10,0.06845052893590542,1.0,6.018826401868914e-12
val_calib,10,0.0684931506849315,1.0,6.0423703416932964e-12
val_calib,10,0.06853582554517133,1.0,6.194770564331253e-12
val_calib,10,0.0685785536159601,1.0,6.207086470905105e-12
val_calib,10,0.06862133499688085,1.0,6.28251456644739e-12
val_calib,10,0.0686641697877653,1.0,6.3177201249364835e-12
val_calib,10,0.06870705808869457,1.0,6.52960510931192e-12
val_calib,10,0.06875,1.0,6.5403837796838555e-12
val_calib,10,0.06879299562226392,1.0,6.576839487497525e-12
val_calib,10,0.0688360450563204,1.0,6.581095622970651e-12
val_calib,10,0.06887914840325611,1.0,6.5903611942039706e-12
val_calib,10,0.06892230576441102,1.0,6.601303343693196e-12
val_calib,10,0.06896551724137931,1.0,6.707533831653022e-12
val_calib,10,0.06900878293601004,1.0,6.762625837983356e-12
val_calib,10,0.06905210295040803,1.0,6.7738198114173714e-12
val_calib,10,0.06909547738693467,1.0,6.946572322244067e-12
val_calib,10,0.06913890634820867,1.0,7.003390617080467e-12
val_calib,10,0.06918238993710692,1.0,7.071588211420422e-12
val_calib,10,0.06922592825676527,1.0,7.073792264779395e-12
val_calib,10,0.06926952141057935,1.0,7.132528145775171e-12
val_calib,10,0.06931316950220542,1.0,7.213323224953194e-12
val_calib,10,0.06935687263556116,1.0,7.244444393096598e-12
val_calib,10,0.0694006309148265,1.0,7.343961528797054e-12
val_calib,10,0.06944444444444445,1.0,7.422969594237947e-12
