candidate_id,family,n_neighbors,novelty,n_fit_rows,n_reference_rows,n_engine_balanced_reference_rows,reference_engines,engine_balanced_k,fit_time_seconds,reference_score_time_seconds,reference_score_min,reference_score_median,reference_score_max
lof_k20,lof,20,True,3867,1820,432,18,24,0.06978668099873175,0.029637891999300336,0.9541555113133503,1.043191397419918,1.4237953017568106
lof_k35,lof,35,True,3867,1820,432,18,24,0.0823535780000384,0.03606940000099712,0.9509240790560832,1.0369629695555376,1.3839947205568575
lof_k50,lof,50,True,3867,1820,432,18,24,0.09955685299973993,0.04586903100062045,0.9534296662854176,1.0327471868099787,1.4635641388713572
