family,candidate_id,reference_type,cutoff,engine_id,n_segments,n_runs,healthy_start_runs,middle_start_runs,near_failure_start_runs,max_run_length,has_run_ge_2,has_run_ge_3,has_run_ge_5,has_run_ge_10
lof,lof_k50,engine_balanced,0.975,34,1,4,1,3,0,57,True,True,True,True
lof,lof_k50,engine_balanced,0.975,40,1,12,1,11,0,65,True,True,True,True
lof,lof_k50,engine_balanced,0.975,41,1,10,3,7,0,73,True,True,True,True
lof,lof_k50,engine_balanced,0.975,45,1,18,0,18,0,33,True,True,True,True
lof,lof_k50,engine_balanced,0.975,46,1,13,4,8,1,30,True,True,True,True
lof,lof_k50,engine_balanced,0.975,54,1,11,1,10,0,73,True,True,True,True
lof,lof_k50,engine_balanced,0.975,74,1,6,0,3,3,22,True,True,True,True
lof,lof_k50,engine_balanced,0.975,77,1,15,1,12,2,28,True,True,True,True
lof,lof_k50,engine_balanced,0.975,78,1,11,2,9,0,37,True,True,True,True
lof,lof_k50,engine_balanced,0.975,81,1,14,2,12,0,38,True,True,True,True
lof,lof_k50,engine_balanced,0.975,89,1,8,3,5,0,37,True,True,True,True
lof,lof_k50,engine_balanced,0.975,91,1,9,1,8,0,45,True,True,True,True
lof,lof_k50,engine_balanced,0.99,1,1,4,0,3,1,31,True,True,True,True
lof,lof_k50,engine_balanced,0.99,5,1,9,0,9,0,90,True,True,True,True
lof,lof_k50,engine_balanced,0.99,10,1,9,0,9,0,41,True,True,True,True
lof,lof_k50,engine_balanced,0.99,11,1,6,2,4,0,55,True,True,True,True
lof,lof_k50,engine_balanced,0.99,13,1,4,0,4,0,50,True,True,True,True
lof,lof_k50,engine_balanced,0.99,16,1,15,2,13,0,47,True,True,True,True
lof,lof_k50,engine_balanced,0.99,27,1,5,0,5,0,48,True,True,True,True
lof,lof_k50,engine_balanced,0.99,31,1,5,1,4,0,32,True,True,True,True
lof,lof_k50,engine_balanced,0.99,34,1,5,0,5,0,57,True,True,True,True
lof,lof_k50,engine_balanced,0.99,40,1,11,0,11,0,49,True,True,True,True
lof,lof_k50,engine_balanced,0.99,41,1,7,0,7,0,71,True,True,True,True
lof,lof_k50,engine_balanced,0.99,45,1,10,0,10,0,33,True,True,True,True
lof,lof_k50,engine_balanced,0.99,46,1,6,2,3,1,30,True,True,True,True
lof,lof_k50,engine_balanced,0.99,54,1,7,0,7,0,73,True,True,True,True
lof,lof_k50,engine_balanced,0.99,74,1,5,0,1,4,22,True,True,True,True
lof,lof_k50,engine_balanced,0.99,77,1,10,1,7,2,28,True,True,True,True
lof,lof_k50,engine_balanced,0.99,78,1,8,1,7,0,37,True,True,True,True
lof,lof_k50,engine_balanced,0.99,81,1,8,1,7,0,38,True,True,True,True
lof,lof_k50,engine_balanced,0.99,89,1,5,1,3,1,24,True,True,True,True
lof,lof_k50,engine_balanced,0.99,91,1,5,0,5,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,1,1,6,0,6,0,46,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,5,1,40,30,10,0,95,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,10,1,18,14,4,0,59,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,11,1,14,11,3,0,70,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,13,1,8,0,8,0,61,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,16,1,25,20,5,0,90,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,27,1,7,1,6,0,55,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,31,1,20,11,9,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,34,1,10,2,8,0,77,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,40,1,19,12,7,0,94,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,41,1,13,6,7,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,45,1,28,8,20,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,46,1,18,9,9,0,50,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,54,1,22,12,10,0,81,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,74,1,6,1,5,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,77,1,15,1,14,0,46,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,78,1,24,18,6,0,52,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,81,1,11,1,10,0,74,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,89,1,10,3,7,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.9,91,1,15,1,14,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,1,1,5,0,5,0,44,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,5,1,33,22,11,0,90,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,10,1,16,8,8,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,11,1,12,7,5,0,60,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,13,1,6,0,6,0,61,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,16,1,21,13,8,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,27,1,8,0,8,0,51,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,31,1,13,6,7,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,34,1,8,0,8,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,40,1,18,8,10,0,84,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,41,1,9,3,6,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,45,1,24,8,16,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,46,1,13,6,7,0,49,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,54,1,14,6,8,0,78,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,74,1,4,1,3,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,77,1,12,1,11,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,78,1,16,13,3,0,46,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,81,1,9,1,8,0,74,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,89,1,9,3,6,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.95,91,1,13,1,12,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,1,1,5,0,5,0,44,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,5,1,23,12,11,0,83,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,10,1,11,3,8,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,11,1,5,2,3,0,60,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,13,1,5,0,5,0,61,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,16,1,22,12,10,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,27,1,6,0,6,0,48,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,31,1,8,1,7,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,34,1,3,0,3,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,40,1,15,4,11,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,41,1,7,1,6,0,71,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,45,1,18,4,14,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,46,1,6,2,4,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,54,1,8,1,7,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,74,1,4,1,2,1,31,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,77,1,12,1,11,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,78,1,16,11,5,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,81,1,9,0,9,0,66,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,89,1,8,2,6,0,40,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.975,91,1,14,1,13,0,54,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,1,1,2,0,2,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,5,1,13,5,8,0,72,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,10,1,9,2,7,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,11,1,4,1,3,0,59,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,13,1,4,0,4,0,55,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,16,1,19,8,11,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,27,1,4,0,4,0,48,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,31,1,5,1,4,0,40,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,34,1,4,0,4,0,57,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,40,1,12,2,10,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,41,1,3,0,3,0,71,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,45,1,10,2,8,0,33,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,46,1,6,2,4,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,54,1,5,0,5,0,68,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,74,1,3,0,2,1,31,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,77,1,12,1,11,0,40,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,78,1,11,6,5,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,81,1,5,0,5,0,57,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,89,1,4,0,4,0,40,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,pooled,0.99,91,1,13,1,12,0,45,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,1,1,6,0,6,0,44,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,5,1,37,25,12,0,93,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,10,1,16,10,6,0,51,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,11,1,10,7,3,0,64,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,13,1,6,0,6,0,61,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,16,1,26,18,8,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,27,1,7,0,7,0,55,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,31,1,16,8,8,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,34,1,7,0,7,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,40,1,21,11,10,0,84,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,41,1,9,3,6,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,45,1,28,9,19,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,46,1,14,7,7,0,49,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,54,1,16,8,8,0,78,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,74,1,4,1,3,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,77,1,15,1,14,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,78,1,18,14,4,0,46,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,81,1,10,1,9,0,74,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,89,1,9,3,6,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.9,91,1,15,1,14,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,1,1,5,0,5,0,44,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,5,1,24,14,10,0,90,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,10,1,13,5,8,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,11,1,8,4,4,0,60,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,13,1,5,0,5,0,61,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,16,1,23,13,10,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,27,1,5,0,5,0,51,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,31,1,9,2,7,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,34,1,4,0,4,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,40,1,15,6,9,0,76,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,41,1,8,2,6,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,45,1,21,7,14,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,46,1,11,4,7,0,48,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,54,1,13,5,8,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,74,1,5,1,3,1,31,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,77,1,13,1,12,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,78,1,15,11,4,0,46,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,81,1,9,0,9,0,66,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,89,1,8,3,5,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.95,91,1,13,1,12,0,63,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,1,1,2,0,2,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,5,1,17,9,8,0,72,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,10,1,9,2,7,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,11,1,4,1,3,0,59,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,13,1,4,0,4,0,55,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,16,1,20,9,11,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,27,1,4,0,4,0,48,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,31,1,6,1,5,0,41,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,34,1,4,0,4,0,57,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,40,1,14,3,11,0,73,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,41,1,5,1,4,0,71,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,45,1,10,2,8,0,33,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,46,1,7,2,5,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,54,1,5,0,5,0,68,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,74,1,3,0,2,1,31,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,77,1,11,1,10,0,42,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,78,1,13,8,5,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,81,1,4,0,4,0,66,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,89,1,5,1,4,0,40,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.975,91,1,12,1,11,0,45,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,1,1,4,0,4,0,34,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,5,1,9,2,7,0,72,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,10,1,5,1,4,0,43,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,11,1,3,0,3,0,55,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,13,1,3,0,3,0,50,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,16,1,14,4,10,0,82,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,27,1,4,0,4,0,48,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,31,1,1,0,1,0,39,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,34,1,5,0,5,0,57,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,40,1,13,0,13,0,67,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,41,1,3,0,3,0,64,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,45,1,8,1,7,0,33,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,46,1,6,1,5,0,33,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,54,1,3,0,3,0,68,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,74,1,4,0,3,1,31,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,77,1,12,1,11,0,35,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,78,1,9,3,6,0,37,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,81,1,4,0,4,0,57,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,89,1,4,0,4,0,38,True,True,True,True
ocsvm,ocsvm_nu0p05_gamma_0p01,engine_balanced,0.99,91,1,12,1,11,0,45,True,True,True,True
pca,pca_evr0p95,pooled,0.9,1,1,19,9,9,1,3,True,True,False,False
pca,pca_evr0p95,pooled,0.9,5,1,27,13,10,4,17,True,True,True,True
pca,pca_evr0p95,pooled,0.9,10,1,22,5,13,4,7,True,True,True,False
pca,pca_evr0p95,pooled,0.9,11,1,32,14,13,5,10,True,True,True,True
pca,pca_evr0p95,pooled,0.9,13,1,12,2,5,5,14,True,True,True,True
pca,pca_evr0p95,pooled,0.9,16,1,16,5,7,4,3,True,True,False,False
pca,pca_evr0p95,pooled,0.9,27,1,23,4,15,4,11,True,True,True,True
pca,pca_evr0p95,pooled,0.9,31,1,21,9,8,4,3,True,True,False,False
pca,pca_evr0p95,pooled,0.9,34,1,20,5,11,4,17,True,True,True,True
pca,pca_evr0p95,pooled,0.9,40,1,20,5,8,7,5,True,True,True,False
pca,pca_evr0p95,pooled,0.9,41,1,29,10,13,6,11,True,True,True,True
pca,pca_evr0p95,pooled,0.9,45,1,19,5,12,2,1,False,False,False,False
pca,pca_evr0p95,pooled,0.9,46,1,23,11,9,3,2,True,False,False,False
pca,pca_evr0p95,pooled,0.9,54,1,35,19,14,2,18,True,True,True,True
pca,pca_evr0p95,pooled,0.9,74,1,20,4,13,3,2,True,False,False,False
pca,pca_evr0p95,pooled,0.9,77,1,10,1,7,2,2,True,False,False,False
pca,pca_evr0p95,pooled,0.9,78,1,27,13,7,7,3,True,True,False,False
pca,pca_evr0p95,pooled,0.9,81,1,26,10,11,5,2,True,False,False,False
pca,pca_evr0p95,pooled,0.9,89,1,20,5,11,4,2,True,False,False,False
pca,pca_evr0p95,pooled,0.9,91,1,10,2,7,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,1,1,12,5,6,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,5,1,21,10,6,5,11,True,True,True,True
pca,pca_evr0p95,pooled,0.95,10,1,15,3,8,4,7,True,True,True,False
pca,pca_evr0p95,pooled,0.95,11,1,27,8,13,6,9,True,True,True,False
pca,pca_evr0p95,pooled,0.95,13,1,7,1,0,6,11,True,True,True,True
pca,pca_evr0p95,pooled,0.95,16,1,10,4,4,2,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,27,1,14,1,8,5,5,True,True,True,False
pca,pca_evr0p95,pooled,0.95,31,1,16,8,5,3,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,34,1,14,2,9,3,17,True,True,True,True
pca,pca_evr0p95,pooled,0.95,40,1,19,4,8,7,5,True,True,True,False
pca,pca_evr0p95,pooled,0.95,41,1,17,5,5,7,11,True,True,True,True
pca,pca_evr0p95,pooled,0.95,45,1,10,2,6,2,1,False,False,False,False
pca,pca_evr0p95,pooled,0.95,46,1,11,4,5,2,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,54,1,28,13,11,4,11,True,True,True,True
pca,pca_evr0p95,pooled,0.95,74,1,10,3,6,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,77,1,6,0,4,2,1,False,False,False,False
pca,pca_evr0p95,pooled,0.95,78,1,16,9,3,4,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,81,1,16,6,7,3,2,True,False,False,False
pca,pca_evr0p95,pooled,0.95,89,1,12,2,7,3,1,False,False,False,False
pca,pca_evr0p95,pooled,0.95,91,1,5,2,3,0,2,True,False,False,False
pca,pca_evr0p95,pooled,0.975,1,1,7,1,5,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,5,1,16,2,5,9,4,True,True,False,False
pca,pca_evr0p95,pooled,0.975,10,1,10,2,3,5,4,True,True,False,False
pca,pca_evr0p95,pooled,0.975,11,1,16,5,6,5,9,True,True,True,False
pca,pca_evr0p95,pooled,0.975,13,1,6,0,0,6,7,True,True,True,False
pca,pca_evr0p95,pooled,0.975,16,1,6,2,2,2,2,True,False,False,False
pca,pca_evr0p95,pooled,0.975,27,1,10,1,4,5,4,True,True,False,False
pca,pca_evr0p95,pooled,0.975,31,1,8,4,3,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.975,34,1,8,1,4,3,17,True,True,True,True
pca,pca_evr0p95,pooled,0.975,40,1,13,2,4,7,5,True,True,True,False
pca,pca_evr0p95,pooled,0.975,41,1,13,2,3,8,7,True,True,True,False
pca,pca_evr0p95,pooled,0.975,45,1,3,1,1,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,46,1,1,0,0,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,54,1,22,8,6,8,7,True,True,True,False
pca,pca_evr0p95,pooled,0.975,74,1,4,2,1,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,77,1,4,0,3,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,78,1,8,4,2,2,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,81,1,7,2,4,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.975,89,1,5,2,2,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.975,91,1,3,0,3,0,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,1,1,2,0,2,0,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,5,1,14,0,4,10,3,True,True,False,False
pca,pca_evr0p95,pooled,0.99,10,1,7,2,2,3,3,True,True,False,False
pca,pca_evr0p95,pooled,0.99,11,1,11,1,4,6,4,True,True,False,False
pca,pca_evr0p95,pooled,0.99,13,1,5,0,0,5,7,True,True,True,False
pca,pca_evr0p95,pooled,0.99,16,1,2,0,0,2,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,27,1,7,1,2,4,4,True,True,False,False
pca,pca_evr0p95,pooled,0.99,31,1,4,2,1,1,2,True,False,False,False
pca,pca_evr0p95,pooled,0.99,34,1,5,1,1,3,17,True,True,True,True
pca,pca_evr0p95,pooled,0.99,40,1,11,1,3,7,5,True,True,True,False
pca,pca_evr0p95,pooled,0.99,41,1,8,1,1,6,5,True,True,True,False
pca,pca_evr0p95,pooled,0.99,45,1,0,0,0,0,0,False,False,False,False
pca,pca_evr0p95,pooled,0.99,46,1,1,0,0,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,54,1,12,4,1,7,5,True,True,True,False
pca,pca_evr0p95,pooled,0.99,74,1,2,1,0,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,77,1,3,0,2,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,78,1,4,3,0,1,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,81,1,6,2,4,0,1,False,False,False,False
pca,pca_evr0p95,pooled,0.99,89,1,2,0,2,0,1,False,False,False,False
