horizon,draw,metric,value
10,409,PR_AUC,0.9444153870308308
10,409,Brier,0.012598345521936059
10,409,precision,0.7642857142857142
10,409,recall,0.9727272727272728
10,409,f1,0.856
10,410,PR_AUC,0.9915624018368079
10,410,Brier,0.004968347011579851
10,410,precision,0.7534246575342466
10,410,recall,1.0
10,410,f1,0.859375
10,411,PR_AUC,0.9725776839432311
10,411,Brier,0.008193294786517103
10,411,precision,0.7248322147651006
10,411,recall,0.9818181818181818
10,411,f1,0.833976833976834
10,412,PR_AUC,0.9737688533555602
10,412,Brier,0.008654704532769534
10,412,precision,0.7465753424657534
10,412,recall,0.990909090909091
10,412,f1,0.8515625
10,413,PR_AUC,0.964428656633744
10,413,Brier,0.009038132894303372
10,413,precision,0.7142857142857143
10,413,recall,1.0
10,413,f1,0.8333333333333334
10,414,PR_AUC,0.9796993994957695
10,414,Brier,0.006733705658860608
10,414,precision,0.7333333333333333
10,414,recall,1.0
10,414,f1,0.8461538461538461
10,415,PR_AUC,0.9699821354996812
10,415,Brier,0.007235127353382984
10,415,precision,0.6526946107784432
10,415,recall,0.990909090909091
10,415,f1,0.7870036101083032
10,416,PR_AUC,0.9760517539272752
10,416,Brier,0.007515131400915655
10,416,precision,0.6792452830188679
10,416,recall,0.9818181818181818
10,416,f1,0.8029739776951673
10,417,PR_AUC,0.9448003718309711
10,417,Brier,0.009769387539326498
10,417,precision,0.6666666666666666
10,417,recall,1.0
10,417,f1,0.8
10,418,PR_AUC,0.97437133026497
10,418,Brier,0.007385101550502322
10,418,precision,0.72
10,418,recall,0.9818181818181818
10,418,f1,0.8307692307692308
10,419,PR_AUC,0.9694928849862702
10,419,Brier,0.009274296171674759
10,419,precision,0.7346938775510204
10,419,recall,0.9818181818181818
10,419,f1,0.8404669260700389
10,420,PR_AUC,0.9852476436832264
10,420,Brier,0.005716847288752475
10,420,precision,0.7284768211920529
10,420,recall,1.0
10,420,f1,0.842911877394636
10,421,PR_AUC,0.97783579555242
10,421,Brier,0.006172147591637932
10,421,precision,0.7051282051282052
10,421,recall,1.0
10,421,f1,0.8270676691729323
10,422,PR_AUC,0.9525169957145851
10,422,Brier,0.009326607816347478
10,422,precision,0.6770186335403726
10,422,recall,0.990909090909091
10,422,f1,0.8044280442804428
10,423,PR_AUC,0.968476501476418
10,423,Brier,0.00822999646690877
10,423,precision,0.75
10,423,recall,0.9818181818181818
10,423,f1,0.8503937007874016
10,424,PR_AUC,0.9759428070753842
10,424,Brier,0.007481097843311751
10,424,precision,0.7586206896551724
10,424,recall,1.0
10,424,f1,0.8627450980392157
10,425,PR_AUC,0.9791771353404919
10,425,Brier,0.008071790901008763
10,425,precision,0.7605633802816901
10,425,recall,0.9818181818181818
10,425,f1,0.8571428571428571
10,426,PR_AUC,0.963832062608845
10,426,Brier,0.008344634394146254
10,426,precision,0.7414965986394558
10,426,recall,0.990909090909091
10,426,f1,0.8482490272373541
10,427,PR_AUC,0.9719891010036034
10,427,Brier,0.007767861864140481
10,427,precision,0.7077922077922078
10,427,recall,0.990909090909091
10,427,f1,0.8257575757575758
10,428,PR_AUC,0.9325176902812272
10,428,Brier,0.012676249075317505
10,428,precision,0.6729559748427673
10,428,recall,0.9727272727272728
10,428,f1,0.7955390334572491
10,429,PR_AUC,0.9634733734166259
10,429,Brier,0.009605991735379425
10,429,precision,0.7266666666666667
10,429,recall,0.990909090909091
10,429,f1,0.8384615384615385
10,430,PR_AUC,0.9613608895268124
10,430,Brier,0.00919410697816238
10,430,precision,0.6878980891719745
10,430,recall,0.9818181818181818
10,430,f1,0.8089887640449438
10,431,PR_AUC,0.9506398702874256
10,431,Brier,0.01129228598273661
10,431,precision,0.7181208053691275
10,431,recall,0.9727272727272728
10,431,f1,0.8262548262548263
10,432,PR_AUC,0.9559600715576618
10,432,Brier,0.008360139630009667
10,432,precision,0.6470588235294118
10,432,recall,1.0
10,432,f1,0.7857142857142857
10,433,PR_AUC,0.9749967840716028
10,433,Brier,0.007622872184573813
10,433,precision,0.7333333333333333
10,433,recall,1.0
10,433,f1,0.8461538461538461
10,434,PR_AUC,0.9492973293849014
10,434,Brier,0.010552236974575196
10,434,precision,0.6728395061728395
10,434,recall,0.990909090909091
10,434,f1,0.8014705882352942
10,435,PR_AUC,0.9438154714264957
10,435,Brier,0.011253415216406116
10,435,precision,0.7397260273972602
10,435,recall,0.9818181818181818
10,435,f1,0.84375
10,436,PR_AUC,0.9827692364388275
10,436,Brier,0.006359331574685158
10,436,precision,0.7397260273972602
10,436,recall,0.9818181818181818
10,436,f1,0.84375
10,437,PR_AUC,0.9753655523255657
10,437,Brier,0.009367151174668974
10,437,precision,0.8120300751879699
10,437,recall,0.9818181818181818
10,437,f1,0.8888888888888888
10,438,PR_AUC,0.9722641217271549
10,438,Brier,0.008594589017153277
10,438,precision,0.7605633802816901
10,438,recall,0.9818181818181818
10,438,f1,0.8571428571428571
10,439,PR_AUC,0.9604546208782938
10,439,Brier,0.010119288632860369
10,439,precision,0.7588652482269503
10,439,recall,0.9727272727272728
10,439,f1,0.852589641434263
10,440,PR_AUC,0.9814634835569302
10,440,Brier,0.006142370981783934
10,440,precision,0.7096774193548387
10,440,recall,1.0
10,440,f1,0.8301886792452831
10,441,PR_AUC,0.9599052691906284
10,441,Brier,0.00860196429492222
10,441,precision,0.6395348837209303
10,441,recall,1.0
10,441,f1,0.7801418439716312
10,442,PR_AUC,0.963779957791737
10,442,Brier,0.008426932737161162
10,442,precision,0.6748466257668712
10,442,recall,1.0
10,442,f1,0.8058608058608059
10,443,PR_AUC,0.9855933161336972
10,443,Brier,0.00880112738217591
10,443,precision,0.8650793650793651
10,443,recall,0.990909090909091
10,443,f1,0.923728813559322
10,444,PR_AUC,0.9666112713293464
10,444,Brier,0.008500760587811329
10,444,precision,0.6214689265536724
10,444,recall,1.0
10,444,f1,0.7665505226480837
10,445,PR_AUC,0.9789664904021288
10,445,Brier,0.007062156626016046
10,445,precision,0.6918238993710691
10,445,recall,1.0
10,445,f1,0.8178438661710037
10,446,PR_AUC,0.9614537125878759
10,446,Brier,0.009273656663110127
10,446,precision,0.7448275862068966
10,446,recall,0.9818181818181818
10,446,f1,0.8470588235294118
10,447,PR_AUC,0.9552667715639064
10,447,Brier,0.010216806469040579
10,447,precision,0.7448275862068966
10,447,recall,0.9818181818181818
10,447,f1,0.8470588235294118
10,448,PR_AUC,0.9737298852472887
10,448,Brier,0.006994558798257974
10,448,precision,0.7432432432432432
10,448,recall,1.0
10,448,f1,0.8527131782945736
10,449,PR_AUC,0.9786224077257304
10,449,Brier,0.006968121116743493
10,449,precision,0.7414965986394558
10,449,recall,0.990909090909091
10,449,f1,0.8482490272373541
10,450,PR_AUC,0.9658563622553327
10,450,Brier,0.007775309163172603
10,450,precision,0.689873417721519
10,450,recall,0.990909090909091
10,450,f1,0.8134328358208955
10,451,PR_AUC,0.9790033064541619
10,451,Brier,0.006713543472391367
10,451,precision,0.7142857142857143
10,451,recall,1.0
10,451,f1,0.8333333333333334
10,452,PR_AUC,0.9645843726832211
10,452,Brier,0.008434631995173372
10,452,precision,0.7105263157894737
10,452,recall,0.9818181818181818
10,452,f1,0.8244274809160306
10,453,PR_AUC,0.9455728047624485
10,453,Brier,0.011789602707813533
10,453,precision,0.726027397260274
10,453,recall,0.9636363636363636
10,453,f1,0.828125
10,454,PR_AUC,0.9729075254343862
10,454,Brier,0.00808357776440256
10,454,precision,0.7105263157894737
10,454,recall,0.9818181818181818
10,454,f1,0.8244274809160306
10,455,PR_AUC,0.9644941773457413
10,455,Brier,0.007565547399965596
10,455,precision,0.6770186335403726
10,455,recall,0.990909090909091
10,455,f1,0.8044280442804428
10,456,PR_AUC,0.9886276481548377
10,456,Brier,0.005883139937463059
10,456,precision,0.7730496453900709
10,456,recall,0.990909090909091
10,456,f1,0.8685258964143426
10,457,PR_AUC,0.9772426464834867
10,457,Brier,0.0070905688187828724
10,457,precision,0.7432432432432432
10,457,recall,1.0
10,457,f1,0.8527131782945736
10,458,PR_AUC,0.9633445846620817
10,458,Brier,0.009653769747959291
10,458,precision,0.7898550724637681
10,458,recall,0.990909090909091
10,458,f1,0.8790322580645161
10,459,PR_AUC,0.9553537999810012
10,459,Brier,0.00905708733804608
10,459,precision,0.6547619047619048
10,459,recall,1.0
10,459,f1,0.7913669064748201
10,460,PR_AUC,0.976008589946753
10,460,Brier,0.0063808912678666955
10,460,precision,0.7077922077922078
10,460,recall,0.990909090909091
10,460,f1,0.8257575757575758
10,461,PR_AUC,0.9797426433259986
10,461,Brier,0.006589137144475067
10,461,precision,0.6547619047619048
10,461,recall,1.0
10,461,f1,0.7913669064748201
10,462,PR_AUC,0.966465951141938
10,462,Brier,0.008431117578579724
10,462,precision,0.6918238993710691
10,462,recall,1.0
10,462,f1,0.8178438661710037
10,463,PR_AUC,0.9477828969124593
10,463,Brier,0.011597760426331592
10,463,precision,0.7310344827586207
10,463,recall,0.9636363636363636
10,463,f1,0.8313725490196079
10,464,PR_AUC,0.9558672507951277
10,464,Brier,0.010122309640193542
10,464,precision,0.632183908045977
10,464,recall,1.0
10,464,f1,0.7746478873239436
10,465,PR_AUC,0.9541226155099102
10,465,Brier,0.011272331159263104
10,465,precision,0.7642857142857142
10,465,recall,0.9727272727272728
10,465,f1,0.856
10,466,PR_AUC,0.9912952232910487
10,466,Brier,0.004903728183731017
10,466,precision,0.7569444444444444
10,466,recall,0.990909090909091
10,466,f1,0.8582677165354331
10,467,PR_AUC,0.9835007660563763
10,467,Brier,0.006396773790101075
10,467,precision,0.6748466257668712
10,467,recall,1.0
10,467,f1,0.8058608058608059
10,468,PR_AUC,0.973090463571539
10,468,Brier,0.007732051394705224
10,468,precision,0.7414965986394558
10,468,recall,0.990909090909091
10,468,f1,0.8482490272373541
10,469,PR_AUC,0.9740501342390854
10,469,Brier,0.007451013274871264
10,469,precision,0.7315436241610739
10,469,recall,0.990909090909091
10,469,f1,0.8416988416988417
10,470,PR_AUC,0.9689521367570241
10,470,Brier,0.007627075901967928
10,470,precision,0.6395348837209303
10,470,recall,1.0
10,470,f1,0.7801418439716312
10,471,PR_AUC,0.9691217443129748
10,471,Brier,0.007500169860649727
10,471,precision,0.7432432432432432
10,471,recall,1.0
10,471,f1,0.8527131782945736
10,472,PR_AUC,0.9836863168878915
10,472,Brier,0.007042594013421072
10,472,precision,0.7785714285714286
10,472,recall,0.990909090909091
10,472,f1,0.872
10,473,PR_AUC,0.9619505048108673
10,473,Brier,0.008866059047067986
10,473,precision,0.6835443037974683
10,473,recall,0.9818181818181818
10,473,f1,0.8059701492537313
10,474,PR_AUC,0.9698921055382509
10,474,Brier,0.007193792537286145
10,474,precision,0.689873417721519
10,474,recall,0.990909090909091
10,474,f1,0.8134328358208955
10,475,PR_AUC,0.9549318336113133
10,475,Brier,0.009840327730576349
10,475,precision,0.7032258064516129
10,475,recall,0.990909090909091
10,475,f1,0.8226415094339623
10,476,PR_AUC,0.9726187571621449
10,476,Brier,0.007064294785159511
10,476,precision,0.7142857142857143
10,476,recall,1.0
10,476,f1,0.8333333333333334
10,477,PR_AUC,0.9489667898118689
10,477,Brier,0.011043518883818545
10,477,precision,0.6566265060240963
10,477,recall,0.990909090909091
10,477,f1,0.7898550724637681
10,478,PR_AUC,0.9703927725711919
10,478,Brier,0.007196697183006612
10,478,precision,0.7364864864864865
10,478,recall,0.990909090909091
10,478,f1,0.8449612403100775
10,479,PR_AUC,0.9616104362731658
10,479,Brier,0.008773061934442007
10,479,precision,0.7124183006535948
10,479,recall,0.990909090909091
10,479,f1,0.8288973384030418
10,480,PR_AUC,0.9730441088374374
10,480,Brier,0.007883480331225918
10,480,precision,0.7753623188405797
10,480,recall,0.9727272727272728
10,480,f1,0.8629032258064516
10,481,PR_AUC,0.9789823897840648
10,481,Brier,0.008245901628040845
10,481,precision,0.7697841726618705
10,481,recall,0.9727272727272728
10,481,f1,0.8594377510040161
10,482,PR_AUC,0.9427701692704635
10,482,Brier,0.012223498631256016
10,482,precision,0.6645962732919255
10,482,recall,0.9727272727272728
10,482,f1,0.7896678966789668
10,483,PR_AUC,0.975886381876721
10,483,Brier,0.006710791815082395
10,483,precision,0.7785714285714286
10,483,recall,0.990909090909091
10,483,f1,0.872
10,484,PR_AUC,0.9763351273023232
10,484,Brier,0.008475446603045519
10,484,precision,0.7517241379310344
10,484,recall,0.990909090909091
10,484,f1,0.8549019607843137
10,485,PR_AUC,0.9839455157966599
10,485,Brier,0.006913166624827142
10,485,precision,0.6586826347305389
10,485,recall,1.0
10,485,f1,0.7942238267148014
10,486,PR_AUC,0.9641142030880959
10,486,Brier,0.008612033348923962
10,486,precision,0.7218543046357616
10,486,recall,0.990909090909091
10,486,f1,0.8352490421455939
10,487,PR_AUC,0.9718539559385773
10,487,Brier,0.00807446822544302
10,487,precision,0.7465753424657534
10,487,recall,0.990909090909091
10,487,f1,0.8515625
10,488,PR_AUC,0.9765824640426395
10,488,Brier,0.007102694498036902
10,488,precision,0.7171052631578947
10,488,recall,0.990909090909091
10,488,f1,0.8320610687022901
10,489,PR_AUC,0.9329473077458966
10,489,Brier,0.012711132765599664
10,489,precision,0.7266666666666667
10,489,recall,0.990909090909091
10,489,f1,0.8384615384615385
10,490,PR_AUC,0.9721791405236948
10,490,Brier,0.0070850544739184396
10,490,precision,0.7622377622377622
10,490,recall,0.990909090909091
10,490,f1,0.8616600790513834
10,491,PR_AUC,0.9866448854966033
10,491,Brier,0.005759380088660057
10,491,precision,0.7315436241610739
10,491,recall,0.990909090909091
10,491,f1,0.8416988416988417
10,492,PR_AUC,0.9552575442843478
10,492,Brier,0.010004653081962198
10,492,precision,0.6858974358974359
10,492,recall,0.9727272727272728
10,492,f1,0.8045112781954887
10,493,PR_AUC,0.9838980195807132
10,493,Brier,0.006578769038613937
10,493,precision,0.7569444444444444
10,493,recall,0.990909090909091
10,493,f1,0.8582677165354331
10,494,PR_AUC,0.9653448628481971
10,494,Brier,0.007427630092519427
10,494,precision,0.6918238993710691
10,494,recall,1.0
10,494,f1,0.8178438661710037
10,495,PR_AUC,0.9947550968636248
10,495,Brier,0.003847539649800758
10,495,precision,0.7051282051282052
10,495,recall,1.0
10,495,f1,0.8270676691729323
10,496,PR_AUC,0.9482686081487096
10,496,Brier,0.01068388329268855
10,496,precision,0.7465753424657534
10,496,recall,0.990909090909091
10,496,f1,0.8515625
10,497,PR_AUC,0.9620686615438278
10,497,Brier,0.008699672355548194
10,497,precision,0.7364864864864865
10,497,recall,0.990909090909091
10,497,f1,0.8449612403100775
10,498,PR_AUC,0.9824530873979616
10,498,Brier,0.007097936409105275
10,498,precision,0.8120300751879699
10,498,recall,0.9818181818181818
10,498,f1,0.8888888888888888
10,499,PR_AUC,0.9714732912313316
10,499,Brier,0.008713968673404359
10,499,precision,0.6586826347305389
10,499,recall,1.0
10,499,f1,0.7942238267148014
10,500,PR_AUC,0.9572922667238211
10,500,Brier,0.008897684670421955
10,500,precision,0.6942675159235668
10,500,recall,0.990909090909091
10,500,f1,0.8164794007490637
10,501,PR_AUC,0.9592633183409993
10,501,Brier,0.008347928103942663
10,501,precision,0.6728395061728395
10,501,recall,0.990909090909091
10,501,f1,0.8014705882352942
10,502,PR_AUC,0.9551556583263584
10,502,Brier,0.011024195914899839
10,502,precision,0.782608695652174
10,502,recall,0.9818181818181818
10,502,f1,0.8709677419354839
10,503,PR_AUC,0.979170212008951
10,503,Brier,0.007311132438114918
10,503,precision,0.7058823529411765
10,503,recall,0.9818181818181818
10,503,f1,0.8212927756653993
10,504,PR_AUC,0.9635773206855068
10,504,Brier,0.008566416428145781
10,504,precision,0.7346938775510204
10,504,recall,0.9818181818181818
10,504,f1,0.8404669260700389
10,505,PR_AUC,0.9755059513058217
10,505,Brier,0.006633871631151751
10,505,precision,0.7730496453900709
10,505,recall,0.990909090909091
10,505,f1,0.8685258964143426
10,506,PR_AUC,0.9456957330560866
10,506,Brier,0.009369619636648062
10,506,precision,0.650887573964497
10,506,recall,1.0
10,506,f1,0.7885304659498208
10,507,PR_AUC,0.9664258749972744
10,507,Brier,0.008486010556569978
10,507,precision,0.7333333333333333
10,507,recall,1.0
10,507,f1,0.8461538461538461
10,508,PR_AUC,0.9658236350507715
10,508,Brier,0.008579785879817222
10,508,precision,0.7236842105263158
10,508,recall,1.0
10,508,f1,0.8396946564885496
10,509,PR_AUC,0.9791209937011719
10,509,Brier,0.006847666077926409
10,509,precision,0.7746478873239436
10,509,recall,1.0
10,509,f1,0.873015873015873
10,510,PR_AUC,0.9783626925099091
10,510,Brier,0.008962652106339541
10,510,precision,0.782608695652174
10,510,recall,0.9818181818181818
10,510,f1,0.8709677419354839
10,511,PR_AUC,0.9832503697142585
10,511,Brier,0.005724632823867331
10,511,precision,0.7552447552447552
10,511,recall,0.9818181818181818
10,511,f1,0.8537549407114624
10,512,PR_AUC,0.9655147826153381
10,512,Brier,0.008025087609526764
10,512,precision,0.7448275862068966
10,512,recall,0.9818181818181818
10,512,f1,0.8470588235294118
10,513,PR_AUC,0.9859545256076898
10,513,Brier,0.005499648260602903
10,513,precision,0.7482993197278912
10,513,recall,1.0
10,513,f1,0.8560311284046692
10,514,PR_AUC,0.953666650154844
10,514,Brier,0.00997346275569856
10,514,precision,0.7266666666666667
10,514,recall,0.990909090909091
10,514,f1,0.8384615384615385
10,515,PR_AUC,0.9573375649794198
10,515,Brier,0.009305497161239894
10,515,precision,0.7189542483660131
10,515,recall,1.0
10,515,f1,0.8365019011406845
10,516,PR_AUC,0.9737036517719584
10,516,Brier,0.007738123132453066
10,516,precision,0.7278911564625851
10,516,recall,0.9727272727272728
10,516,f1,0.8326848249027238
10,517,PR_AUC,0.9487563990528096
10,517,Brier,0.010107093684122312
10,517,precision,0.6770186335403726
10,517,recall,0.990909090909091
10,517,f1,0.8044280442804428
10,518,PR_AUC,0.9798211384467427
10,518,Brier,0.008395460806528237
10,518,precision,0.7883211678832117
10,518,recall,0.9818181818181818
10,518,f1,0.8744939271255061
10,519,PR_AUC,0.9536101651625722
10,519,Brier,0.010207325464703263
10,519,precision,0.6526946107784432
10,519,recall,0.990909090909091
10,519,f1,0.7870036101083032
10,520,PR_AUC,0.9561485540690433
10,520,Brier,0.00911075045845721
10,520,precision,0.7012987012987013
10,520,recall,0.9818181818181818
10,520,f1,0.8181818181818182
10,521,PR_AUC,0.9648113132235407
10,521,Brier,0.008283605864163037
10,521,precision,0.7032258064516129
10,521,recall,0.990909090909091
10,521,f1,0.8226415094339623
10,522,PR_AUC,0.9748160613026635
10,522,Brier,0.007535338825528846
10,522,precision,0.7077922077922078
10,522,recall,0.990909090909091
10,522,f1,0.8257575757575758
10,523,PR_AUC,0.9547213721531707
10,523,Brier,0.00984570543339605
10,523,precision,0.6646341463414634
10,523,recall,0.990909090909091
10,523,f1,0.7956204379562044
10,524,PR_AUC,0.9759584655175992
10,524,Brier,0.00796060342425779
10,524,precision,0.7181208053691275
10,524,recall,0.9727272727272728
10,524,f1,0.8262548262548263
10,525,PR_AUC,0.9668868138381111
10,525,Brier,0.008157011460346583
10,525,precision,0.6770186335403726
10,525,recall,0.990909090909091
10,525,f1,0.8044280442804428
10,526,PR_AUC,0.9823869001373817
10,526,Brier,0.006120981224887058
10,526,precision,0.7189542483660131
10,526,recall,1.0
10,526,f1,0.8365019011406845
10,527,PR_AUC,0.9835400485110919
10,527,Brier,0.008037472215116429
10,527,precision,0.823076923076923
10,527,recall,0.9727272727272728
10,527,f1,0.8916666666666667
10,528,PR_AUC,0.9723741034585579
10,528,Brier,0.007539409890208682
10,528,precision,0.6855345911949685
10,528,recall,0.990909090909091
10,528,f1,0.8104089219330854
10,529,PR_AUC,0.9477125724184923
10,529,Brier,0.010318120949228744
10,529,precision,0.6428571428571429
10,529,recall,0.9818181818181818
10,529,f1,0.7769784172661871
10,530,PR_AUC,0.9843491363167985
10,530,Brier,0.006524857946663201
10,530,precision,0.7753623188405797
10,530,recall,0.9727272727272728
10,530,f1,0.8629032258064516
10,531,PR_AUC,0.9839609059083478
10,531,Brier,0.006502693397476764
10,531,precision,0.7517241379310344
10,531,recall,0.990909090909091
10,531,f1,0.8549019607843137
10,532,PR_AUC,0.963735242677171
10,532,Brier,0.008425773522262685
10,532,precision,0.6526946107784432
10,532,recall,0.990909090909091
10,532,f1,0.7870036101083032
10,533,PR_AUC,0.9872553313488541
10,533,Brier,0.006779499866092751
10,533,precision,0.8294573643410853
10,533,recall,0.9727272727272728
10,533,f1,0.895397489539749
10,534,PR_AUC,0.9885289013613554
10,534,Brier,0.006083857204295786
10,534,precision,0.8014705882352942
10,534,recall,0.990909090909091
10,534,f1,0.8861788617886179
10,535,PR_AUC,0.974693184055265
10,535,Brier,0.007411923512309336
10,535,precision,0.7414965986394558
10,535,recall,0.990909090909091
10,535,f1,0.8482490272373541
10,536,PR_AUC,0.9704274713333262
10,536,Brier,0.008176506963734394
10,536,precision,0.6962025316455697
10,536,recall,1.0
10,536,f1,0.8208955223880597
10,537,PR_AUC,0.9694962202394409
10,537,Brier,0.007310305550882879
10,537,precision,0.7142857142857143
10,537,recall,1.0
10,537,f1,0.8333333333333334
10,538,PR_AUC,0.9685536738449821
10,538,Brier,0.008073078813304133
10,538,precision,0.7622377622377622
10,538,recall,0.990909090909091
10,538,f1,0.8616600790513834
10,539,PR_AUC,0.977064011377223
10,539,Brier,0.00795166134376088
10,539,precision,0.7985074626865671
10,539,recall,0.9727272727272728
10,539,f1,0.8770491803278688
10,540,PR_AUC,0.9555354831967451
10,540,Brier,0.00968520238759739
10,540,precision,0.7077922077922078
10,540,recall,0.990909090909091
10,540,f1,0.8257575757575758
10,541,PR_AUC,0.9476053179188552
10,541,Brier,0.010486551521096642
10,541,precision,0.6855345911949685
10,541,recall,0.990909090909091
10,541,f1,0.8104089219330854
10,542,PR_AUC,0.9645074205123022
10,542,Brier,0.00968367063223658
10,542,precision,0.8059701492537313
10,542,recall,0.9818181818181818
10,542,f1,0.8852459016393442
10,543,PR_AUC,0.9783342249867568
10,543,Brier,0.008881352228382445
10,543,precision,0.8307692307692308
10,543,recall,0.9818181818181818
10,543,f1,0.9
10,544,PR_AUC,0.9679749210939058
10,544,Brier,0.006979337162166658
10,544,precision,0.6832298136645962
10,544,recall,1.0
10,544,f1,0.8118081180811808
10,545,PR_AUC,0.9640891186911907
10,545,Brier,0.0088300483584168
10,545,precision,0.7414965986394558
10,545,recall,0.990909090909091
10,545,f1,0.8482490272373541
10,546,PR_AUC,0.9668778582046711
10,546,Brier,0.00970426434292508
10,546,precision,0.6835443037974683
10,546,recall,0.9818181818181818
10,546,f1,0.8059701492537313
10,547,PR_AUC,0.9644450202467754
10,547,Brier,0.00815276700878468
10,547,precision,0.6666666666666666
10,547,recall,1.0
10,547,f1,0.8
10,548,PR_AUC,0.9582220509961386
10,548,Brier,0.008684698110679961
10,548,precision,0.7152317880794702
10,548,recall,0.9818181818181818
10,548,f1,0.8275862068965517
10,549,PR_AUC,0.9744456048937906
10,549,Brier,0.007683335728600151
10,549,precision,0.6832298136645962
10,549,recall,1.0
10,549,f1,0.8118081180811808
10,550,PR_AUC,0.97532753074308
10,550,Brier,0.005934765618945324
10,550,precision,0.6855345911949685
10,550,recall,0.990909090909091
10,550,f1,0.8104089219330854
10,551,PR_AUC,0.9762573639040656
10,551,Brier,0.007028574637762924
10,551,precision,0.6875
10,551,recall,1.0
10,551,f1,0.8148148148148148
10,552,PR_AUC,0.9602246111868609
10,552,Brier,0.008399032963811622
10,552,precision,0.689873417721519
10,552,recall,0.990909090909091
10,552,f1,0.8134328358208955
10,553,PR_AUC,0.989507851947854
10,553,Brier,0.00902372174408353
10,553,precision,0.8790322580645161
10,553,recall,0.990909090909091
10,553,f1,0.9316239316239316
10,554,PR_AUC,0.9626877649135
10,554,Brier,0.008433110101621255
10,554,precision,0.689873417721519
10,554,recall,0.990909090909091
10,554,f1,0.8134328358208955
10,555,PR_AUC,0.969823449877544
10,555,Brier,0.009743298975445855
10,555,precision,0.7659574468085106
10,555,recall,0.9818181818181818
10,555,f1,0.8605577689243028
10,556,PR_AUC,0.9573146465818786
10,556,Brier,0.009553273266491621
10,556,precision,0.68125
10,556,recall,0.990909090909091
10,556,f1,0.8074074074074075
10,557,PR_AUC,0.9593040507859889
10,557,Brier,0.010193962245027785
10,557,precision,0.7697841726618705
10,557,recall,0.9727272727272728
10,557,f1,0.8594377510040161
10,558,PR_AUC,0.9625292124747016
10,558,Brier,0.008160306112616585
10,558,precision,0.689873417721519
10,558,recall,0.990909090909091
10,558,f1,0.8134328358208955
10,559,PR_AUC,0.9573097676374975
10,559,Brier,0.009107952387081944
10,559,precision,0.7236842105263158
10,559,recall,1.0
10,559,f1,0.8396946564885496
10,560,PR_AUC,0.9628476692766811
10,560,Brier,0.007964222412148145
10,560,precision,0.6987179487179487
10,560,recall,0.990909090909091
10,560,f1,0.8195488721804511
10,561,PR_AUC,0.9617257465858602
10,561,Brier,0.010039556685227161
10,561,precision,0.6728395061728395
10,561,recall,0.990909090909091
10,561,f1,0.8014705882352942
10,562,PR_AUC,0.9832622190643578
10,562,Brier,0.007246718613873672
10,562,precision,0.7867647058823529
10,562,recall,0.9727272727272728
10,562,f1,0.8699186991869918
10,563,PR_AUC,0.9479605653660602
10,563,Brier,0.010495092788913177
10,563,precision,0.6707317073170732
10,563,recall,1.0
10,563,f1,0.8029197080291971
10,564,PR_AUC,0.9855213300910475
10,564,Brier,0.005946743860470724
10,564,precision,0.6832298136645962
10,564,recall,1.0
10,564,f1,0.8118081180811808
10,565,PR_AUC,0.9785204694117744
10,565,Brier,0.0073864350854871315
10,565,precision,0.7077922077922078
10,565,recall,0.990909090909091
10,565,f1,0.8257575757575758
10,566,PR_AUC,0.9522211938453808
10,566,Brier,0.010287288851286252
10,566,precision,0.7414965986394558
10,566,recall,0.990909090909091
10,566,f1,0.8482490272373541
10,567,PR_AUC,0.9864624578141887
10,567,Brier,0.005454381364771828
10,567,precision,0.7785714285714286
10,567,recall,0.990909090909091
10,567,f1,0.872
10,568,PR_AUC,0.9913027514325814
10,568,Brier,0.004682726788499892
10,568,precision,0.6626506024096386
10,568,recall,1.0
10,568,f1,0.7971014492753623
10,569,PR_AUC,0.9583498684775087
10,569,Brier,0.008442607069396105
10,569,precision,0.7096774193548387
10,569,recall,1.0
10,569,f1,0.8301886792452831
10,570,PR_AUC,0.9636449207180505
10,570,Brier,0.007727470974401994
10,570,precision,0.632183908045977
10,570,recall,1.0
10,570,f1,0.7746478873239436
10,571,PR_AUC,0.9631058147357358
10,571,Brier,0.008526118698516178
10,571,precision,0.7032258064516129
10,571,recall,0.990909090909091
10,571,f1,0.8226415094339623
10,572,PR_AUC,0.9539996181552818
10,572,Brier,0.00930901728684251
10,572,precision,0.7051282051282052
10,572,recall,1.0
10,572,f1,0.8270676691729323
10,573,PR_AUC,0.9902340651998701
10,573,Brier,0.005572802835758834
10,573,precision,0.7913669064748201
10,573,recall,1.0
10,573,f1,0.8835341365461847
10,574,PR_AUC,0.9529368643847678
10,574,Brier,0.010236495247269132
10,574,precision,0.72
10,574,recall,0.9818181818181818
10,574,f1,0.8307692307692308
10,575,PR_AUC,0.977110987701741
10,575,Brier,0.007066590045463867
10,575,precision,0.6855345911949685
10,575,recall,0.990909090909091
10,575,f1,0.8104089219330854
10,576,PR_AUC,0.971624211645735
10,576,Brier,0.00853213236755773
10,576,precision,0.6878980891719745
10,576,recall,0.9818181818181818
10,576,f1,0.8089887640449438
10,577,PR_AUC,0.9820058043854036
10,577,Brier,0.006748367256108436
10,577,precision,0.7692307692307693
10,577,recall,1.0
10,577,f1,0.8695652173913043
10,578,PR_AUC,0.972262595316247
10,578,Brier,0.008008067872251268
10,578,precision,0.75
10,578,recall,0.9818181818181818
