horizon,draw,metric,value
10,155,precision,0.6123595505617978
10,155,recall,0.990909090909091
10,155,f1,0.7569444444444444
10,156,PR_AUC,0.9741368244724217
10,156,Brier,0.007988098994677416
10,156,precision,0.7414965986394558
10,156,recall,0.990909090909091
10,156,f1,0.8482490272373541
10,157,PR_AUC,0.9543885454983787
10,157,Brier,0.009482086051405214
10,157,precision,0.6470588235294118
10,157,recall,1.0
10,157,f1,0.7857142857142857
10,158,PR_AUC,0.9876365385855923
10,158,Brier,0.005446207518506738
10,158,precision,0.7124183006535948
10,158,recall,0.990909090909091
10,158,f1,0.8288973384030418
10,159,PR_AUC,0.9512145191469435
10,159,Brier,0.010886481372915823
10,159,precision,0.675
10,159,recall,0.9818181818181818
10,159,f1,0.8
10,160,PR_AUC,0.9561498722046311
10,160,Brier,0.010132913085104164
10,160,precision,0.7535211267605634
10,160,recall,0.9727272727272728
10,160,f1,0.8492063492063492
10,161,PR_AUC,0.9811101095196906
10,161,Brier,0.006503835722559212
10,161,precision,0.7152317880794702
10,161,recall,0.9818181818181818
10,161,f1,0.8275862068965517
10,162,PR_AUC,0.9856973788003385
10,162,Brier,0.006106809702639652
10,162,precision,0.7534246575342466
10,162,recall,1.0
10,162,f1,0.859375
10,163,PR_AUC,0.9959110938199608
10,163,Brier,0.008268246232268904
10,163,precision,0.9391304347826087
10,163,recall,0.9818181818181818
10,163,f1,0.96
10,164,PR_AUC,0.9760205596224741
10,164,Brier,0.00710130039302714
10,164,precision,0.7105263157894737
10,164,recall,0.9818181818181818
10,164,f1,0.8244274809160306
10,165,PR_AUC,0.9753025685094406
10,165,Brier,0.007724551087512424
10,165,precision,0.7730496453900709
10,165,recall,0.990909090909091
10,165,f1,0.8685258964143426
10,166,PR_AUC,0.9805151529469618
10,166,Brier,0.007280178644791881
10,166,precision,0.7605633802816901
10,166,recall,0.9818181818181818
10,166,f1,0.8571428571428571
10,167,PR_AUC,0.9585582468930056
10,167,Brier,0.008780365855460461
10,167,precision,0.7096774193548387
10,167,recall,1.0
10,167,f1,0.8301886792452831
10,168,PR_AUC,0.9505726685974946
10,168,Brier,0.01005497173885526
10,168,precision,0.6878980891719745
10,168,recall,0.9818181818181818
10,168,f1,0.8089887640449438
10,169,PR_AUC,0.9613424437387378
10,169,Brier,0.009315117841335622
10,169,precision,0.68125
10,169,recall,0.990909090909091
10,169,f1,0.8074074074074075
10,170,PR_AUC,0.9710909393035956
