horizon,model,representation,window,include_settings,class_weight,C,n_features,train_positive_rate,tune_positive_rate,tune_PR_AUC,tune_Brier,fit_time_seconds,inference_us_per_row
10,logistic,window,15.0,False,none,0.1,121,0.05307782449851796,0.053684724255734506,0.9581715682649191,0.009755391443985626,0.1487995689985837,0.293262079035956
10,logistic,window,15.0,False,none,1.0,121,0.05307782449851796,0.053684724255734506,0.9368143793201331,0.01024531780193191,0.304857045000972,0.5247903857557985
10,logistic,window,15.0,False,none,10.0,121,0.05307782449851796,0.053684724255734506,0.9479875148427677,0.009564425235732301,0.6361942029998318,0.2919968276472354
10,logistic,window,15.0,False,balanced,0.1,121,0.05307782449851796,0.053684724255734506,0.9544767773111509,0.07600388811713278,0.0496930750014144,0.3559917036632634
10,logistic,window,15.0,False,balanced,1.0,121,0.05307782449851796,0.053684724255734506,0.9563259465617717,0.04126447176915521,0.06139279400122177,0.3640661297131147
10,logistic,window,15.0,False,balanced,10.0,121,0.05307782449851796,0.053684724255734506,0.9584293613077177,0.024911892035351917,0.08842756800004281,0.3620463643605871
10,logistic,window,15.0,True,none,0.1,123,0.05307782449851796,0.053684724255734506,0.9573569158629952,0.009812903191522317,0.13716777800073032,0.33482918500816294
10,logistic,window,15.0,True,none,1.0,123,0.05307782449851796,0.053684724255734506,0.9356348245828165,0.010295109805414315,0.356469226999252,0.3340490480618501
10,logistic,window,15.0,True,none,10.0,123,0.05307782449851796,0.053684724255734506,0.9479108135641916,0.009591258170041164,0.8678959219996614,0.9854702294304802
10,logistic,window,15.0,True,balanced,0.1,123,0.05307782449851796,0.053684724255734506,0.9546327741567056,0.07599854059789558,0.14079186199887772,0.34390458743306235
10,logistic,window,15.0,True,balanced,1.0,123,0.05307782449851796,0.053684724255734506,0.956673350232043,0.04124910390378071,0.10799637899981462,0.4520104931268999
10,logistic,window,15.0,True,balanced,10.0,123,0.05307782449851796,0.053684724255734506,0.9589215977926777,0.02488542322559154,0.14180379300159984,0.611153245744212
10,logistic,window,30.0,False,none,0.1,121,0.05307782449851796,0.053684724255734506,0.9663148697142608,0.007661358765077915,0.18747844099925715,0.7264597363988294
10,logistic,window,30.0,False,none,1.0,121,0.05307782449851796,0.053684724255734506,0.933346433371844,0.008591623521435538,0.4760630110013153,0.5431734992552202
10,logistic,window,30.0,False,none,10.0,121,0.05307782449851796,0.053684724255734506,0.9097435997457801,0.010287535151150488,1.021022560998972,0.33907076602007624
10,logistic,window,30.0,False,balanced,0.1,121,0.05307782449851796,0.053684724255734506,0.9505954372497825,0.07701539059086424,0.0858200559996476,0.6406908248327734
10,logistic,window,30.0,False,balanced,1.0,121,0.05307782449851796,0.053684724255734506,0.9607449208511483,0.04043408640333594,0.1540597639996122,0.4645541725902836
10,logistic,window,30.0,False,balanced,10.0,121,0.05307782449851796,0.053684724255734506,0.9683336297184296,0.02344545445563444,0.14029467100044712,0.42716300643673355
