draw_id,n_sampled_engines,n_unique_engines,mean_total_cost,miss_rate,mean_miss_component,mean_late_component,mean_early_component,mean_lead_time_if_alerted,median_lead_time_if_alerted,healthy_first_trigger_fraction
936,10,4,0.6933333333333332,0.0,0.0,0.4,0.29333333333333333,37.7,37.0,0.0
937,10,6,0.42666666666666664,0.0,0.0,0.0,0.42666666666666664,44.1,43.5,0.0
938,10,6,0.45666666666666667,0.0,0.0,0.0,0.45666666666666667,45.0,43.5,0.0
939,10,8,0.44333333333333336,0.0,0.0,0.0,0.44333333333333336,43.3,44.5,0.0
940,10,7,0.6199999999999999,0.0,0.0,0.26666666666666666,0.35333333333333333,39.0,43.5,0.0
941,10,7,0.5666666666666667,0.0,0.0,0.0,0.5666666666666667,49.6,46.0,0.0
942,10,6,0.5,0.0,0.0,0.13333333333333333,0.36666666666666664,40.2,41.5,0.0
943,10,6,0.61,0.0,0.0,0.0,0.61,50.9,46.0,0.0
944,10,8,0.5466666666666666,0.0,0.0,0.13333333333333333,0.4133333333333333,42.9,41.5,0.0
945,10,7,0.36666666666666664,0.0,0.0,0.0,0.36666666666666664,42.3,38.0,0.0
946,10,7,0.62,0.0,0.0,0.26666666666666666,0.3533333333333333,39.0,43.5,0.0
947,10,6,0.42666666666666664,0.0,0.0,0.0,0.42666666666666664,44.1,42.0,0.0
948,10,6,0.45,0.0,0.0,0.0,0.45,46.1,44.0,0.0
949,10,9,0.5733333333333334,0.0,0.0,0.13333333333333333,0.44000000000000006,43.7,44.0,0.0
950,10,8,0.6866666666666666,0.0,0.0,0.26666666666666666,0.42000000000000004,42.3,44.5,0.0
951,10,6,0.7733333333333332,0.0,0.0,0.4,0.37333333333333335,40.1,41.5,0.0
952,10,6,0.5866666666666666,0.0,0.0,0.13333333333333333,0.4533333333333333,42.8,44.0,0.0
953,10,5,0.36,0.0,0.0,0.0,0.36,42.1,39.0,0.0
954,10,6,0.7133333333333334,0.0,0.0,0.13333333333333333,0.5800000000000001,51.8,47.0,0.0
955,10,5,0.4966666666666667,0.0,0.0,0.0,0.4966666666666667,47.5,44.0,0.0
956,10,5,0.7633333333333333,0.0,0.0,0.5333333333333333,0.22999999999999998,33.7,35.5,0.0
957,10,6,0.5199999999999999,0.0,0.0,0.13333333333333333,0.3866666666666666,40.8,43.5,0.0
958,10,8,0.6599999999999999,0.0,0.0,0.26666666666666666,0.3933333333333333,41.5,43.0,0.0
959,10,8,0.52,0.0,0.0,0.13333333333333333,0.38666666666666666,40.8,43.0,0.0
960,10,7,0.5533333333333333,0.0,0.0,0.0,0.5533333333333333,47.9,48.0,0.0
961,10,5,0.6266666666666667,0.0,0.0,0.13333333333333333,0.49333333333333335,45.3,46.5,0.0
962,10,8,0.5033333333333333,0.0,0.0,0.13333333333333333,0.37,40.3,43.0,0.0
963,10,5,0.6433333333333333,0.0,0.0,0.26666666666666666,0.37666666666666665,42.3,40.5,0.0
964,10,6,0.5066666666666666,0.0,0.0,0.13333333333333333,0.3733333333333333,40.4,42.0,0.0
965,10,6,0.5833333333333333,0.0,0.0,0.26666666666666666,0.31666666666666665,37.9,39.5,0.0
966,10,7,0.5,0.0,0.0,0.0,0.5,47.6,44.5,0.0
967,10,5,0.5666666666666667,0.0,0.0,0.0,0.5666666666666667,49.6,44.5,0.0
968,10,6,0.4533333333333333,0.0,0.0,0.0,0.4533333333333333,44.9,43.5,0.0
969,10,7,0.5066666666666666,0.0,0.0,0.0,0.5066666666666666,46.5,46.0,0.0
970,10,6,0.5666666666666667,0.0,0.0,0.0,0.5666666666666667,50.9,45.0,0.0
971,10,7,0.5433333333333333,0.0,0.0,0.13333333333333333,0.41,42.8,41.5,0.0
972,10,7,0.42333333333333334,0.0,0.0,0.13333333333333333,0.29,37.9,40.5,0.0
973,10,7,0.5333333333333333,0.0,0.0,0.26666666666666666,0.2666666666666666,36.4,35.5,0.0
974,10,6,0.36666666666666664,0.0,0.0,0.0,0.36666666666666664,41.0,44.0,0.0
975,10,6,0.35,0.0,0.0,0.0,0.35,40.5,43.0,0.0
976,10,7,0.5,0.0,0.0,0.13333333333333333,0.36666666666666664,40.2,43.0,0.0
977,10,5,0.5333333333333333,0.0,0.0,0.13333333333333333,0.4,41.2,42.0,0.0
978,10,6,0.43666666666666665,0.0,0.0,0.13333333333333333,0.3033333333333333,38.3,39.0,0.0
979,10,8,0.47333333333333333,0.0,0.0,0.13333333333333333,0.33999999999999997,40.7,38.0,0.0
980,10,6,0.38,0.0,0.0,0.0,0.38,41.4,42.0,0.0
981,10,8,0.47999999999999987,0.0,0.0,0.13333333333333333,0.3466666666666666,39.6,43.0,0.0
982,10,8,0.6566666666666666,0.0,0.0,0.26666666666666666,0.39,41.4,43.5,0.0
983,10,9,0.6,0.0,0.0,0.13333333333333333,0.4666666666666666,44.5,44.5,0.0
984,10,9,0.4800000000000001,0.0,0.0,0.13333333333333333,0.3466666666666666,39.6,40.5,0.0
985,10,7,0.3766666666666666,0.0,0.0,0.0,0.3766666666666666,41.3,43.5,0.0
986,10,6,0.29999999999999993,0.0,0.0,0.0,0.29999999999999993,39.0,39.0,0.0
987,10,7,0.48999999999999994,0.0,0.0,0.13333333333333333,0.35666666666666663,39.9,40.5,0.0
988,10,7,0.6366666666666666,0.0,0.0,0.26666666666666666,0.37,40.8,43.0,0.0
989,10,6,0.45,0.0,0.0,0.0,0.45,44.8,42.0,0.0
990,10,6,0.32999999999999996,0.0,0.0,0.13333333333333333,0.19666666666666663,35.1,34.5,0.0
991,10,9,0.5,0.0,0.0,0.13333333333333333,0.3666666666666666,41.5,40.5,0.0
992,10,6,0.37333333333333324,0.0,0.0,0.0,0.37333333333333324,42.5,40.5,0.0
993,10,4,0.6566666666666666,0.0,0.0,0.0,0.6566666666666666,54.9,45.0,0.0
994,10,7,0.5733333333333334,0.0,0.0,0.13333333333333333,0.43999999999999995,43.7,43.0,0.0
995,10,8,0.59,0.0,0.0,0.13333333333333333,0.45666666666666667,44.2,44.5,0.0
996,10,6,0.43666666666666665,0.0,0.0,0.13333333333333333,0.30333333333333334,38.3,38.0,0.0
997,10,6,0.4733333333333333,0.0,0.0,0.13333333333333333,0.33999999999999997,39.4,41.5,0.0
998,10,8,0.47333333333333333,0.0,0.0,0.0,0.47333333333333333,45.5,44.5,0.0
999,10,7,0.7033333333333334,0.0,0.0,0.4,0.30333333333333334,36.7,41.5,0.0
